Date,Tree_ID,Orchard_Mapping_Image,Aerial_UAV_Image,Ground_RGB_Image,Ground_RGB_Image_with_Bounding_Boxes,Ground_RGB_Image_Annotations,Multispectral_RGB_Image,Multispectral_REG_Image,Multispectral_RED_Image,Multispectral_NIR_Image,Multispectral_GRE_Image,Multispectral_RGB_Bounding_Box_Image,Multispectral_RGB_Bounding_Box_Annotation,Label,UAV_NDVI,UAV_EVI,UAV_NDRE,UAV_SAVI,UAV_GNDVI,UAV_RVI,UAV_TVI,x1,x2,y1,y2,Multispectral_NDVI,Multispectral_EVI,Multispectral_NDRE,Multispectral_SAVI,Multispectral_GNDVI,Multispectral_RVI,Multispectral_TVI,Multispectral_NDVI_Image,Multispectral_GNDVI_Image,Multispectral_NDRE_Image,Multispectral_SAVI_Image
04_11_21,7-10,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Orchard_Mapping/Orchard Mapping from CSV (04_11_21).png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Aerial_UAV_Photos/NDVI.rgb.tif,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos/Healthy/20-14.jpg,,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 14/IMG_700101_003731_0000_RGB.JPG,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 14/IMG_700101_003731_0000_REG.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 14/IMG_700101_003731_0000_RED.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 14/IMG_700101_003731_0000_NIR.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 14/IMG_700101_003731_0000_GRE.TIF,,,0,0.82386124,1.1546197,0.071996346,0.41682732,0.6314625,11.641544,14.346215,775.0,850.0,1956.0,2046.0,0.5927870731218189,25058.229241560704,0.13756093943364925,0.8843562447619266,0.5608433836306798,257.18715736727466,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 14/ndvi_image_647.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 14/gndvi_image_647.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 14/ndre_image_647.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 14/savi_image_647.jpeg
04_11_21,7-11,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Orchard_Mapping/Orchard Mapping from CSV (04_11_21).png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Aerial_UAV_Photos/NDVI.rgb.tif,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos/Healthy/20-15.jpg,,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 15/IMG_700101_003720_0000_RGB.JPG,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 15/IMG_700101_003720_0000_REG.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 15/IMG_700101_003720_0000_RED.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 15/IMG_700101_003720_0000_NIR.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 15/IMG_700101_003720_0000_GRE.TIF,,,0,0.8216055,1.200708,0.06974293,0.43169618,0.6309177,11.077201,14.917212,856.0,921.0,1971.0,2052.0,0.5816545283910721,15802.167548772717,0.14204908297884614,0.8678515521674619,0.5764258310000976,247.6068143031567,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 15/ndvi_image_648.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 15/gndvi_image_648.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 15/ndre_image_648.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 15/savi_image_648.jpeg
04_11_21,7-12,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Orchard_Mapping/Orchard Mapping from CSV (04_11_21).png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Aerial_UAV_Photos/NDVI.rgb.tif,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos/Healthy/20-16.jpg,,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 16/IMG_700101_003709_0000_RGB.JPG,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 16/IMG_700101_003709_0000_REG.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 16/IMG_700101_003709_0000_RED.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 16/IMG_700101_003709_0000_NIR.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 16/IMG_700101_003709_0000_GRE.TIF,,,0,0.8290435,1.1171719,0.068842605,0.4017772,0.6225923,11.598825,13.577925,918.0,992.0,1984.0,2064.0,0.6036434686561608,14773.91585539471,0.10243135310384507,0.900469038752485,0.6114267860983827,55.093730127065534,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 16/ndvi_image_649.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 16/gndvi_image_649.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 16/ndre_image_649.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 16/savi_image_649.jpeg
04_11_21,7-13,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Orchard_Mapping/Orchard Mapping from CSV (04_11_21).png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Aerial_UAV_Photos/NDVI.rgb.tif,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos/Healthy/20-17.jpg,,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 17/IMG_700101_003657_0000_RGB.JPG,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 17/IMG_700101_003657_0000_REG.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 17/IMG_700101_003657_0000_RED.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 17/IMG_700101_003657_0000_NIR.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 17/IMG_700101_003657_0000_GRE.TIF,,,0,0.82197475,1.0140779,0.06856325,0.38011122,0.6201393,11.630112,12.608567,995.0,1067.0,1990.0,2071.0,0.5675964466526445,16777.111000119898,0.09921860441624335,0.8467083661655209,0.57085688216177,170.82640160406586,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 17/ndvi_image_650.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 17/gndvi_image_650.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 17/ndre_image_650.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 17/savi_image_650.jpeg
04_11_21,7-33,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Orchard_Mapping/Orchard Mapping from CSV (04_11_21).png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Aerial_UAV_Photos/NDVI.rgb.tif,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos/Healthy/20-18.jpg,,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 18/IMG_700101_003645_0000_RGB.JPG,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 18/IMG_700101_003645_0000_REG.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 18/IMG_700101_003645_0000_RED.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 18/IMG_700101_003645_0000_NIR.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 18/IMG_700101_003645_0000_GRE.TIF,,,0,0.7952904,1.2758498,0.023064135,0.38106105,0.54466355,9.488571,13.062832,2453.0,2524.0,2179.0,2250.0,0.548592014848016,20258.42133032006,0.10051280557637728,0.8185075504058344,0.5459861819358964,190.27113911420972,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 18/ndvi_image_651.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 18/gndvi_image_651.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 18/ndre_image_651.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 18/savi_image_651.jpeg
04_11_21,7-32,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Orchard_Mapping/Orchard Mapping from CSV (04_11_21).png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Aerial_UAV_Photos/NDVI.rgb.tif,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos/Healthy/20-19.jpg,,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 19/IMG_700101_003634_0000_RGB.JPG,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 19/IMG_700101_003634_0000_REG.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 19/IMG_700101_003634_0000_RED.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 19/IMG_700101_003634_0000_NIR.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 19/IMG_700101_003634_0000_GRE.TIF,,,0,0.781006,1.0456914,0.03844753,0.3704236,0.5798294,8.70595,12.33961,2379.0,2450.0,2167.0,2244.0,0.5605241965098973,15752.24372363239,0.08750907171788395,0.8358796607235426,0.5714258372583951,80.67081865994041,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 19/ndvi_image_652.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 19/gndvi_image_652.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 19/ndre_image_652.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 19/savi_image_652.jpeg
04_11_21,7-31,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Orchard_Mapping/Orchard Mapping from CSV (04_11_21).png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Aerial_UAV_Photos/NDVI.rgb.tif,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos/Healthy/20-20.jpg,,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 20/IMG_700101_003623_0000_RGB.JPG,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 20/IMG_700101_003623_0000_REG.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 20/IMG_700101_003623_0000_RED.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 20/IMG_700101_003623_0000_NIR.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 20/IMG_700101_003623_0000_GRE.TIF,,,0,0.8043368,0.9764457,0.04887512,0.3647338,0.60274374,10.25399,12.00838,2301.0,2372.0,2154.0,2235.0,0.5749706549637057,16869.232497003963,0.12308930810001698,0.8575397270267588,0.5694755119324039,240.21600832410516,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 20/ndvi_image_653.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 20/gndvi_image_653.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 20/ndre_image_653.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 20/savi_image_653.jpeg
04_11_21,7-30,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Orchard_Mapping/Orchard Mapping from CSV (04_11_21).png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Aerial_UAV_Photos/NDVI.rgb.tif,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos/Healthy/20-21.jpg,,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 21/IMG_700101_003613_0000_RGB.JPG,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 21/IMG_700101_003613_0000_REG.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 21/IMG_700101_003613_0000_RED.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 21/IMG_700101_003613_0000_NIR.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 21/IMG_700101_003613_0000_GRE.TIF,,,0,0.8063001,0.96297187,0.05840438,0.36647934,0.6058823,10.276387,11.941906,2233.0,2304.0,2145.0,2219.0,0.5716766880088076,19605.070343011863,0.08598777726018653,0.8526211673257328,0.5639897279982099,303.6492605445381,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 21/ndvi_image_654.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 21/gndvi_image_654.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 21/ndre_image_654.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 21/savi_image_654.jpeg
04_11_21,7-29,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Orchard_Mapping/Orchard Mapping from CSV (04_11_21).png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Aerial_UAV_Photos/NDVI.rgb.tif,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos/Healthy/20-22.jpg,,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 22/IMG_700101_003601_0000_RGB.JPG,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 22/IMG_700101_003601_0000_REG.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 22/IMG_700101_003601_0000_RED.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 22/IMG_700101_003601_0000_NIR.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 22/IMG_700101_003601_0000_GRE.TIF,,,0,0.8243575,1.1208727,0.065235645,0.4014203,0.61353296,11.740813,13.67343,2171.0,2230.0,2139.0,2216.0,0.570690441972055,21014.251690902616,0.10113917454614602,0.8515127856878694,0.5620617781162939,376.0380030546852,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 22/ndvi_image_655.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 22/gndvi_image_655.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 22/ndre_image_655.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 22/savi_image_655.jpeg
04_11_21,7-28,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Orchard_Mapping/Orchard Mapping from CSV (04_11_21).png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Aerial_UAV_Photos/NDVI.rgb.tif,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos/Healthy/20-23.jpg,,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 23/IMG_700101_003550_0000_RGB.JPG,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 23/IMG_700101_003550_0000_REG.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 23/IMG_700101_003550_0000_RED.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 23/IMG_700101_003550_0000_NIR.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 23/IMG_700101_003550_0000_GRE.TIF,,,0,0.84366935,0.96312225,0.078835726,0.36914772,0.62845707,12.667496,12.09241,2084.0,2171.0,2133.0,2207.0,0.5120184383116897,8934.20776949422,0.11733580543959644,0.7638468534340445,0.576884827978844,96.2647151057744,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 23/ndvi_image_656.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 23/gndvi_image_656.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 23/ndre_image_656.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/20 - 23/savi_image_656.jpeg
